teamcolor_id,stage,stat_code,stat_name,value,raw_effect
2008,4,overall,전체 능력치,4,전체 능력치 +4
2008,4,strength,몸싸움,3,몸싸움 +3
2009,1,overall,전체 능력치,1,전체 능력치 +1
2009,2,overall,전체 능력치,3,전체 능력치 +3
2009,3,longpassing,긴 패스,2,긴 패스 +2
2009,3,overall,전체 능력치,3,전체 능력치 +3
2009,3,slidingtackle,슬라이딩 태클,1,슬라이딩 태클 +1
2009,4,longpassing,긴 패스,3,긴 패스 +3
2009,4,overall,전체 능력치,4,전체 능력치 +4
2009,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
2010,1,overall,전체 능력치,1,전체 능력치 +1
2010,2,overall,전체 능력치,3,전체 능력치 +3
2010,3,interceptions,가로채기,1,가로채기 +1
2010,3,overall,전체 능력치,3,전체 능력치 +3
2010,3,shortpassing,짧은 패스,2,짧은 패스 +2
2010,4,interceptions,가로채기,3,가로채기 +3
2010,4,overall,전체 능력치,4,전체 능력치 +4
2010,4,shortpassing,짧은 패스,3,짧은 패스 +3
2011,1,overall,전체 능력치,1,전체 능력치 +1
2011,2,overall,전체 능력치,3,전체 능력치 +3
2011,3,dribbling,드리블,2,드리블 +2
2011,3,finishing,골 결정력,1,골 결정력 +1
2011,3,overall,전체 능력치,3,전체 능력치 +3
2011,4,dribbling,드리블,3,드리블 +3
2011,4,finishing,골 결정력,3,골 결정력 +3
2011,4,overall,전체 능력치,4,전체 능력치 +4
2012,1,overall,전체 능력치,1,전체 능력치 +1
2012,2,overall,전체 능력치,3,전체 능력치 +3
2012,3,acceleration,가속력,2,가속력 +2
2012,3,balance,밸런스,1,밸런스 +1
2012,3,overall,전체 능력치,3,전체 능력치 +3
2012,4,acceleration,가속력,3,가속력 +3
2012,4,balance,밸런스,3,밸런스 +3
2012,4,overall,전체 능력치,4,전체 능력치 +4
2014,1,overall,전체 능력치,1,전체 능력치 +1
2014,2,overall,전체 능력치,3,전체 능력치 +3
2014,3,headingaccuracy,헤더,2,헤더 +2
2014,3,overall,전체 능력치,3,전체 능력치 +3
2014,3,positioning,위치 선정,1,위치 선정 +1
2014,4,headingaccuracy,헤더,3,헤더 +3
2014,4,overall,전체 능력치,4,전체 능력치 +4
2014,4,positioning,위치 선정,3,위치 선정 +3
2015,1,overall,전체 능력치,1,전체 능력치 +1
2015,2,overall,전체 능력치,3,전체 능력치 +3
2015,3,crossing,크로스,1,크로스 +1
2015,3,overall,전체 능력치,3,전체 능력치 +3
2015,3,stamina,스태미너,2,스태미너 +2
2015,4,crossing,크로스,3,크로스 +3
2015,4,overall,전체 능력치,4,전체 능력치 +4
2015,4,stamina,스태미너,3,스태미너 +3
2016,1,overall,전체 능력치,1,전체 능력치 +1
2016,2,overall,전체 능력치,3,전체 능력치 +3
2016,3,freekickaccuracy,프리킥,2,프리킥 +2
2016,3,headingaccuracy,헤더,1,헤더 +1
2016,3,overall,전체 능력치,3,전체 능력치 +3
2016,4,freekickaccuracy,프리킥,3,프리킥 +3
2016,4,headingaccuracy,헤더,3,헤더 +3
2016,4,overall,전체 능력치,4,전체 능력치 +4
2017,1,overall,전체 능력치,1,전체 능력치 +1
2017,2,overall,전체 능력치,3,전체 능력치 +3
2017,3,acceleration,가속력,2,가속력 +2
2017,3,overall,전체 능력치,3,전체 능력치 +3
2017,3,sprintspeed,속력,1,속력 +1
2017,4,acceleration,가속력,3,가속력 +3
2017,4,overall,전체 능력치,4,전체 능력치 +4
2017,4,sprintspeed,속력,3,속력 +3
2018,1,overall,전체 능력치,1,전체 능력치 +1
2018,2,overall,전체 능력치,3,전체 능력치 +3
2018,3,finishing,골 결정력,2,골 결정력 +2
2018,3,overall,전체 능력치,3,전체 능력치 +3
2018,3,positioning,위치 선정,1,위치 선정 +1
2018,4,finishing,골 결정력,3,골 결정력 +3
2018,4,overall,전체 능력치,4,전체 능력치 +4
2018,4,positioning,위치 선정,3,위치 선정 +3
2019,1,overall,전체 능력치,1,전체 능력치 +1
2019,2,overall,전체 능력치,3,전체 능력치 +3
2019,3,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
2019,3,longshots,중거리 슛,1,중거리 슛 +1
2019,3,overall,전체 능력치,3,전체 능력치 +3
2019,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
2019,4,longshots,중거리 슛,3,중거리 슛 +3
2019,4,overall,전체 능력치,4,전체 능력치 +4
2020,1,overall,전체 능력치,1,전체 능력치 +1
2020,2,overall,전체 능력치,3,전체 능력치 +3
2020,3,overall,전체 능력치,3,전체 능력치 +3
2020,3,shotpower,슛 파워,2,슛 파워 +2
2020,3,strength,몸싸움,1,몸싸움 +1
2020,4,overall,전체 능력치,4,전체 능력치 +4
2020,4,shotpower,슛 파워,3,슛 파워 +3
2020,4,strength,몸싸움,3,몸싸움 +3
2021,1,overall,전체 능력치,1,전체 능력치 +1
2021,2,overall,전체 능력치,3,전체 능력치 +3
2021,3,dribbling,드리블,1,드리블 +1
2021,3,overall,전체 능력치,3,전체 능력치 +3
2021,3,reactions,반응 속도,2,반응 속도 +2
2021,4,dribbling,드리블,3,드리블 +3
2021,4,overall,전체 능력치,4,전체 능력치 +4
2021,4,reactions,반응 속도,3,반응 속도 +3
2022,1,overall,전체 능력치,1,전체 능력치 +1
2022,2,overall,전체 능력치,3,전체 능력치 +3
2022,3,balance,밸런스,1,밸런스 +1
2022,3,headingaccuracy,헤더,2,헤더 +2
2022,3,overall,전체 능력치,3,전체 능력치 +3
2022,4,balance,밸런스,3,밸런스 +3
2022,4,headingaccuracy,헤더,3,헤더 +3
2022,4,overall,전체 능력치,4,전체 능력치 +4
2023,1,overall,전체 능력치,1,전체 능력치 +1
2023,2,overall,전체 능력치,3,전체 능력치 +3
2023,3,marking,대인 수비,2,대인 수비 +2
2023,3,overall,전체 능력치,3,전체 능력치 +3
2023,3,stamina,스태미너,1,스태미너 +1
2023,4,marking,대인 수비,3,대인 수비 +3
2023,4,overall,전체 능력치,4,전체 능력치 +4
2023,4,stamina,스태미너,3,스태미너 +3
2024,1,overall,전체 능력치,1,전체 능력치 +1
2024,2,overall,전체 능력치,3,전체 능력치 +3
2024,3,aggression,적극성,1,적극성 +1
2024,3,overall,전체 능력치,3,전체 능력치 +3
2024,3,stamina,스태미너,2,스태미너 +2
2024,4,aggression,적극성,3,적극성 +3
2024,4,overall,전체 능력치,4,전체 능력치 +4
2024,4,stamina,스태미너,3,스태미너 +3
2025,1,overall,전체 능력치,1,전체 능력치 +1
2025,2,overall,전체 능력치,3,전체 능력치 +3
2025,3,agility,민첩성,2,민첩성 +2
2025,3,overall,전체 능력치,3,전체 능력치 +3
2025,3,stamina,스태미너,1,스태미너 +1
2025,4,agility,민첩성,3,민첩성 +3
2025,4,overall,전체 능력치,4,전체 능력치 +4
2025,4,stamina,스태미너,3,스태미너 +3
2028,1,overall,전체 능력치,1,전체 능력치 +1
2028,2,overall,전체 능력치,3,전체 능력치 +3
2028,3,jumping,점프,1,점프 +1
2028,3,overall,전체 능력치,3,전체 능력치 +3
2028,3,strength,몸싸움,2,몸싸움 +2
2028,4,jumping,점프,3,점프 +3
2028,4,overall,전체 능력치,4,전체 능력치 +4
2028,4,strength,몸싸움,3,몸싸움 +3
2029,1,overall,전체 능력치,1,전체 능력치 +1
2029,2,overall,전체 능력치,3,전체 능력치 +3
2029,3,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
2029,3,overall,전체 능력치,3,전체 능력치 +3
2029,3,sprintspeed,속력,1,속력 +1
2029,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
2029,4,overall,전체 능력치,4,전체 능력치 +4
2029,4,sprintspeed,속력,3,속력 +3
2030,1,overall,전체 능력치,1,전체 능력치 +1
2030,2,overall,전체 능력치,3,전체 능력치 +3
2030,3,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
2030,3,longpassing,긴 패스,1,긴 패스 +1
2030,3,overall,전체 능력치,3,전체 능력치 +3
2030,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
2030,4,longpassing,긴 패스,3,긴 패스 +3
2030,4,overall,전체 능력치,4,전체 능력치 +4
2031,1,overall,전체 능력치,1,전체 능력치 +1
2031,2,overall,전체 능력치,3,전체 능력치 +3
2031,3,balance,밸런스,1,밸런스 +1
2031,3,overall,전체 능력치,3,전체 능력치 +3
2031,3,sprintspeed,속력,2,속력 +2
2031,4,balance,밸런스,3,밸런스 +3
2031,4,overall,전체 능력치,4,전체 능력치 +4
2031,4,sprintspeed,속력,3,속력 +3
2032,1,overall,전체 능력치,1,전체 능력치 +1
2032,2,overall,전체 능력치,3,전체 능력치 +3
2032,3,acceleration,가속력,2,가속력 +2
2032,3,interceptions,가로채기,1,가로채기 +1
2032,3,overall,전체 능력치,3,전체 능력치 +3
2032,4,acceleration,가속력,3,가속력 +3
2032,4,interceptions,가로채기,3,가로채기 +3
2032,4,overall,전체 능력치,4,전체 능력치 +4
2033,1,overall,전체 능력치,1,전체 능력치 +1
2033,2,overall,전체 능력치,3,전체 능력치 +3
2033,3,aggression,적극성,1,적극성 +1
2033,3,curve,커브,2,커브 +2
2033,3,overall,전체 능력치,3,전체 능력치 +3
2033,4,aggression,적극성,3,적극성 +3
2033,4,curve,커브,3,커브 +3
2033,4,overall,전체 능력치,4,전체 능력치 +4
2034,1,overall,전체 능력치,1,전체 능력치 +1
2034,2,overall,전체 능력치,3,전체 능력치 +3
2034,3,overall,전체 능력치,3,전체 능력치 +3
2034,3,positioning,위치 선정,1,위치 선정 +1
2034,3,reactions,반응 속도,2,반응 속도 +2
2034,4,overall,전체 능력치,4,전체 능력치 +4
2034,4,positioning,위치 선정,3,위치 선정 +3
2034,4,reactions,반응 속도,3,반응 속도 +3
2035,1,overall,전체 능력치,1,전체 능력치 +1
2035,2,overall,전체 능력치,3,전체 능력치 +3
2035,3,aggression,적극성,1,적극성 +1
2035,3,headingaccuracy,헤더,2,헤더 +2
2035,3,overall,전체 능력치,3,전체 능력치 +3
2035,4,aggression,적극성,3,적극성 +3
2035,4,headingaccuracy,헤더,3,헤더 +3
2035,4,overall,전체 능력치,4,전체 능력치 +4
2036,1,overall,전체 능력치,1,전체 능력치 +1
2036,2,overall,전체 능력치,3,전체 능력치 +3
2036,3,longshots,중거리 슛,1,중거리 슛 +1
2036,3,overall,전체 능력치,3,전체 능력치 +3
2036,3,vision,시야,2,시야 +2
2036,4,longshots,중거리 슛,3,중거리 슛 +3
2036,4,overall,전체 능력치,4,전체 능력치 +4
2036,4,vision,시야,3,시야 +3
2037,1,overall,전체 능력치,1,전체 능력치 +1
2037,2,overall,전체 능력치,3,전체 능력치 +3
2037,3,overall,전체 능력치,3,전체 능력치 +3
2037,3,reactions,반응 속도,1,반응 속도 +1
2037,3,stamina,스태미너,2,스태미너 +2
2037,4,overall,전체 능력치,4,전체 능력치 +4
2037,4,reactions,반응 속도,3,반응 속도 +3
2037,4,stamina,스태미너,3,스태미너 +3
2038,1,overall,전체 능력치,1,전체 능력치 +1
2038,2,overall,전체 능력치,3,전체 능력치 +3
2038,3,marking,대인 수비,1,대인 수비 +1
2038,3,overall,전체 능력치,3,전체 능력치 +3
2038,3,reactions,반응 속도,2,반응 속도 +2
2038,4,marking,대인 수비,3,대인 수비 +3
2038,4,overall,전체 능력치,4,전체 능력치 +4
2038,4,reactions,반응 속도,3,반응 속도 +3
2039,1,overall,전체 능력치,1,전체 능력치 +1
2039,2,overall,전체 능력치,3,전체 능력치 +3
2039,3,interceptions,가로채기,2,가로채기 +2
2039,3,overall,전체 능력치,3,전체 능력치 +3
2039,3,stamina,스태미너,1,스태미너 +1
2039,4,interceptions,가로채기,3,가로채기 +3
2039,4,overall,전체 능력치,4,전체 능력치 +4
2039,4,stamina,스태미너,3,스태미너 +3
2040,1,overall,전체 능력치,1,전체 능력치 +1
2040,2,overall,전체 능력치,3,전체 능력치 +3
2040,3,longpassing,긴 패스,1,긴 패스 +1
2040,3,overall,전체 능력치,3,전체 능력치 +3
2040,3,positioning,위치 선정,2,위치 선정 +2
2040,4,longpassing,긴 패스,3,긴 패스 +3
2040,4,overall,전체 능력치,4,전체 능력치 +4
2040,4,positioning,위치 선정,3,위치 선정 +3
2041,1,overall,전체 능력치,1,전체 능력치 +1
2041,2,overall,전체 능력치,3,전체 능력치 +3
2041,3,headingaccuracy,헤더,1,헤더 +1
2041,3,overall,전체 능력치,3,전체 능력치 +3
2041,3,positioning,위치 선정,2,위치 선정 +2
2041,4,headingaccuracy,헤더,3,헤더 +3
2041,4,overall,전체 능력치,4,전체 능력치 +4
2041,4,positioning,위치 선정,3,위치 선정 +3
2042,1,overall,전체 능력치,1,전체 능력치 +1
2042,2,overall,전체 능력치,3,전체 능력치 +3
2042,3,crossing,크로스,1,크로스 +1
2042,3,overall,전체 능력치,3,전체 능력치 +3
2042,3,stamina,스태미너,2,스태미너 +2
2042,4,crossing,크로스,3,크로스 +3
2042,4,overall,전체 능력치,4,전체 능력치 +4
2042,4,stamina,스태미너,3,스태미너 +3
2043,1,overall,전체 능력치,1,전체 능력치 +1
2043,2,overall,전체 능력치,3,전체 능력치 +3
2043,3,agility,민첩성,2,민첩성 +2
2043,3,overall,전체 능력치,3,전체 능력치 +3
2043,3,reactions,반응 속도,1,반응 속도 +1
2043,4,agility,민첩성,3,민첩성 +3
2043,4,overall,전체 능력치,4,전체 능력치 +4
2043,4,reactions,반응 속도,3,반응 속도 +3
2044,1,overall,전체 능력치,1,전체 능력치 +1
2044,2,overall,전체 능력치,3,전체 능력치 +3
2044,3,longpassing,긴 패스,2,긴 패스 +2
2044,3,overall,전체 능력치,3,전체 능력치 +3
2044,3,strength,몸싸움,1,몸싸움 +1
2044,4,longpassing,긴 패스,3,긴 패스 +3
2044,4,overall,전체 능력치,4,전체 능력치 +4
2044,4,strength,몸싸움,3,몸싸움 +3
2045,1,overall,전체 능력치,1,전체 능력치 +1
2045,2,overall,전체 능력치,3,전체 능력치 +3
2045,3,acceleration,가속력,1,가속력 +1
2045,3,finishing,골 결정력,2,골 결정력 +2
2045,3,overall,전체 능력치,3,전체 능력치 +3
2045,4,acceleration,가속력,3,가속력 +3
2045,4,finishing,골 결정력,3,골 결정력 +3
2045,4,overall,전체 능력치,4,전체 능력치 +4
2046,1,overall,전체 능력치,1,전체 능력치 +1
2046,2,overall,전체 능력치,3,전체 능력치 +3
2046,3,dribbling,드리블,2,드리블 +2
2046,3,overall,전체 능력치,3,전체 능력치 +3
2046,3,shortpassing,짧은 패스,1,짧은 패스 +1
2046,4,dribbling,드리블,3,드리블 +3
2046,4,overall,전체 능력치,4,전체 능력치 +4
2046,4,shortpassing,짧은 패스,3,짧은 패스 +3
2047,1,overall,전체 능력치,1,전체 능력치 +1
2047,2,overall,전체 능력치,3,전체 능력치 +3
2047,3,aggression,적극성,1,적극성 +1
2047,3,overall,전체 능력치,3,전체 능력치 +3
2047,3,shortpassing,짧은 패스,2,짧은 패스 +2
2047,4,aggression,적극성,3,적극성 +3
2047,4,overall,전체 능력치,4,전체 능력치 +4
2047,4,shortpassing,짧은 패스,3,짧은 패스 +3
2048,1,overall,전체 능력치,1,전체 능력치 +1
2048,2,overall,전체 능력치,3,전체 능력치 +3
2048,3,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
2048,3,overall,전체 능력치,3,전체 능력치 +3
2048,3,shortpassing,짧은 패스,1,짧은 패스 +1
2048,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
2048,4,overall,전체 능력치,4,전체 능력치 +4
2048,4,shortpassing,짧은 패스,3,짧은 패스 +3
2049,1,overall,전체 능력치,1,전체 능력치 +1
2049,2,overall,전체 능력치,3,전체 능력치 +3
2049,3,overall,전체 능력치,3,전체 능력치 +3
2049,3,shotpower,슛 파워,2,슛 파워 +2
2049,3,standingtackle,태클,1,태클 +1
2049,4,overall,전체 능력치,4,전체 능력치 +4
2049,4,shotpower,슛 파워,3,슛 파워 +3
2049,4,standingtackle,태클,3,태클 +3
2050,1,overall,전체 능력치,1,전체 능력치 +1
2050,2,overall,전체 능력치,3,전체 능력치 +3
2050,3,dribbling,드리블,1,드리블 +1
2050,3,overall,전체 능력치,3,전체 능력치 +3
2050,3,vision,시야,2,시야 +2
2050,4,dribbling,드리블,3,드리블 +3
2050,4,overall,전체 능력치,4,전체 능력치 +4
2050,4,vision,시야,3,시야 +3
2051,1,overall,전체 능력치,1,전체 능력치 +1
2051,2,overall,전체 능력치,3,전체 능력치 +3
2051,3,finishing,골 결정력,1,골 결정력 +1
2051,3,marking,대인 수비,2,대인 수비 +2
2051,3,overall,전체 능력치,3,전체 능력치 +3
2051,4,finishing,골 결정력,3,골 결정력 +3
2051,4,marking,대인 수비,3,대인 수비 +3
2051,4,overall,전체 능력치,4,전체 능력치 +4
2052,1,overall,전체 능력치,1,전체 능력치 +1
2052,2,overall,전체 능력치,3,전체 능력치 +3
2052,3,overall,전체 능력치,3,전체 능력치 +3
2052,3,slidingtackle,슬라이딩 태클,2,슬라이딩 태클 +2
2052,3,standingtackle,태클,1,태클 +1
2052,4,overall,전체 능력치,4,전체 능력치 +4
2052,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
2052,4,standingtackle,태클,3,태클 +3
2053,1,overall,전체 능력치,1,전체 능력치 +1
2053,2,overall,전체 능력치,3,전체 능력치 +3
2053,3,composure,침착성,2,침착성 +2
2053,3,curve,커브,1,커브 +1
2053,3,overall,전체 능력치,3,전체 능력치 +3
2053,4,composure,침착성,3,침착성 +3
2053,4,curve,커브,3,커브 +3
2053,4,overall,전체 능력치,4,전체 능력치 +4
2054,1,overall,전체 능력치,1,전체 능력치 +1
2054,2,overall,전체 능력치,3,전체 능력치 +3
2054,3,composure,침착성,2,침착성 +2
2054,3,overall,전체 능력치,3,전체 능력치 +3
2054,3,stamina,스태미너,1,스태미너 +1
2054,4,composure,침착성,3,침착성 +3
2054,4,overall,전체 능력치,4,전체 능력치 +4
2054,4,stamina,스태미너,3,스태미너 +3
2055,1,overall,전체 능력치,1,전체 능력치 +1
2055,2,overall,전체 능력치,3,전체 능력치 +3
2055,3,crossing,크로스,1,크로스 +1
2055,3,overall,전체 능력치,3,전체 능력치 +3
2055,3,slidingtackle,슬라이딩 태클,2,슬라이딩 태클 +2
2055,4,crossing,크로스,3,크로스 +3
2055,4,overall,전체 능력치,4,전체 능력치 +4
2055,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
2056,1,overall,전체 능력치,1,전체 능력치 +1
2056,2,overall,전체 능력치,3,전체 능력치 +3
2056,3,composure,침착성,1,침착성 +1
2056,3,finishing,골 결정력,2,골 결정력 +2
2056,3,overall,전체 능력치,3,전체 능력치 +3
2056,4,composure,침착성,3,침착성 +3
2056,4,finishing,골 결정력,3,골 결정력 +3
2056,4,overall,전체 능력치,4,전체 능력치 +4
2057,1,overall,전체 능력치,1,전체 능력치 +1
2057,2,overall,전체 능력치,3,전체 능력치 +3
2057,3,aggression,적극성,2,적극성 +2
2057,3,longpassing,긴 패스,1,긴 패스 +1
2057,3,overall,전체 능력치,3,전체 능력치 +3
2057,4,aggression,적극성,3,적극성 +3
2057,4,longpassing,긴 패스,3,긴 패스 +3
2057,4,overall,전체 능력치,4,전체 능력치 +4
2058,1,overall,전체 능력치,1,전체 능력치 +1
2058,2,overall,전체 능력치,3,전체 능력치 +3
2058,3,finishing,골 결정력,2,골 결정력 +2
2058,3,overall,전체 능력치,3,전체 능력치 +3
2058,3,vision,시야,1,시야 +1
2058,4,finishing,골 결정력,3,골 결정력 +3
2058,4,overall,전체 능력치,4,전체 능력치 +4
2058,4,vision,시야,3,시야 +3
2059,1,overall,전체 능력치,1,전체 능력치 +1
2059,2,overall,전체 능력치,3,전체 능력치 +3
2059,3,longshots,중거리 슛,2,중거리 슛 +2
2059,3,overall,전체 능력치,3,전체 능력치 +3
2059,3,stamina,스태미너,1,스태미너 +1
2059,4,longshots,중거리 슛,3,중거리 슛 +3
2059,4,overall,전체 능력치,4,전체 능력치 +4
2059,4,stamina,스태미너,3,스태미너 +3
10001,1,overall,전체 능력치,3,전체 능력치 +3
10001,2,overall,전체 능력치,4,전체 능력치 +4
10002,1,overall,전체 능력치,1,전체 능력치 +1
10002,2,overall,전체 능력치,3,전체 능력치 +3
10003,1,overall,전체 능력치,1,전체 능력치 +1
10004,1,overall,전체 능력치,4,전체 능력치 +4
10004,2,overall,전체 능력치,5,전체 능력치 +5
10005,1,overall,전체 능력치,50,전체 능력치 +50
20001,1,acceleration,가속력,1,가속력 +1
20001,1,curve,커브,2,커브 +2
20001,1,dribbling,드리블,2,드리블 +2
20002,1,balance,밸런스,2,밸런스 +2
20002,1,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
20003,1,balance,밸런스,2,밸런스 +2
20003,1,shortpassing,짧은 패스,3,짧은 패스 +3
20004,1,finishing,골 결정력,2,골 결정력 +2
20004,1,longshots,중거리 슛,3,중거리 슛 +3
20005,1,ballcontrol,볼 컨트롤,1,볼 컨트롤 +1
20005,1,finishing,골 결정력,2,골 결정력 +2
20005,1,shortpassing,짧은 패스,2,짧은 패스 +2
20006,1,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
20006,1,headingaccuracy,헤더,2,헤더 +2
20006,1,shortpassing,짧은 패스,1,짧은 패스 +1
20007,1,dribbling,드리블,2,드리블 +2
20007,1,finishing,골 결정력,2,골 결정력 +2
20007,1,sprintspeed,속력,1,속력 +1
20008,1,dribbling,드리블,1,드리블 +1
20008,1,shotpower,슛 파워,2,슛 파워 +2
20008,1,stamina,스태미너,2,스태미너 +2
20009,1,aggression,적극성,1,적극성 +1
20009,1,stamina,스태미너,2,스태미너 +2
20009,1,strength,몸싸움,2,몸싸움 +2
20010,1,longpassing,긴 패스,2,긴 패스 +2
20010,1,longshots,중거리 슛,2,중거리 슛 +2
20010,1,sprintspeed,속력,1,속력 +1
20011,1,finishing,골 결정력,2,골 결정력 +2
20011,1,shortpassing,짧은 패스,2,짧은 패스 +2
20011,1,strength,몸싸움,1,몸싸움 +1
20012,1,acceleration,가속력,2,가속력 +2
20012,1,interceptions,가로채기,1,가로채기 +1
20012,1,marking,대인 수비,2,대인 수비 +2
20013,1,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
20013,1,longpassing,긴 패스,2,긴 패스 +2
20013,1,shortpassing,짧은 패스,1,짧은 패스 +1
30002,1,shortpassing,짧은 패스,2,짧은 패스 +2
30002,1,stamina,스태미너,2,스태미너 +2
30002,1,vision,시야,1,시야 +1
30003,1,crossing,크로스,2,크로스 +2
30003,1,curve,커브,1,커브 +1
30003,1,reactions,반응 속도,2,반응 속도 +2
30004,1,balance,밸런스,2,밸런스 +2
30004,1,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
30004,1,marking,대인 수비,1,대인 수비 +1
30005,1,finishing,골 결정력,2,골 결정력 +2
30005,1,headingaccuracy,헤더,1,헤더 +1
30005,1,marking,대인 수비,2,대인 수비 +2
30007,1,finishing,골 결정력,3,골 결정력 +3
30007,1,shotpower,슛 파워,2,슛 파워 +2
30008,1,balance,밸런스,2,밸런스 +2
30008,1,crossing,크로스,1,크로스 +1
30008,1,shortpassing,짧은 패스,2,짧은 패스 +2
30009,1,dribbling,드리블,2,드리블 +2
30009,1,longshots,중거리 슛,1,중거리 슛 +1
30009,1,reactions,반응 속도,2,반응 속도 +2
30010,1,acceleration,가속력,2,가속력 +2
30010,1,crossing,크로스,1,크로스 +1
30010,1,finishing,골 결정력,2,골 결정력 +2
30011,1,composure,침착성,3,침착성 +3
30011,1,longshots,중거리 슛,2,중거리 슛 +2
30012,1,dribbling,드리블,3,드리블 +3
30012,1,freekickaccuracy,프리킥,3,프리킥 +3
30012,1,shotpower,슛 파워,3,슛 파워 +3
30013,1,gkpositioning,GK 위치 선정,1,GK 위치 선정 +1
30013,1,gkreflexes,GK 반응속도,2,GK 반응속도 +2
30013,1,stamina,스태미너,2,스태미너 +2
30014,1,agility,민첩성,1,민첩성 +1
30014,1,balance,밸런스,2,밸런스 +2
30014,1,sprintspeed,속력,2,속력 +2
30017,1,overall,전체 능력치,1,전체 능력치 +1
30017,2,overall,전체 능력치,2,전체 능력치 +2
30017,3,aggression,적극성,1,적극성 +1
30017,3,overall,전체 능력치,3,전체 능력치 +3
30017,3,stamina,스태미너,2,스태미너 +2
30018,1,overall,전체 능력치,1,전체 능력치 +1
30018,2,overall,전체 능력치,2,전체 능력치 +2
30018,3,agility,민첩성,2,민첩성 +2
30018,3,overall,전체 능력치,3,전체 능력치 +3
30018,3,stamina,스태미너,1,스태미너 +1
40000,1,longpassing,긴 패스,1,긴 패스 +1
40000,1,positioning,위치 선정,1,위치 선정 +1
40001,1,agility,민첩성,1,민첩성 +1
40001,1,dribbling,드리블,1,드리블 +1
40002,1,acceleration,가속력,1,가속력 +1
40002,1,reactions,반응 속도,1,반응 속도 +1
40003,1,ballcontrol,볼 컨트롤,1,볼 컨트롤 +1
40003,1,finishing,골 결정력,1,골 결정력 +1
40004,1,marking,대인 수비,1,대인 수비 +1
40004,1,standingtackle,태클,1,태클 +1
40005,1,headingaccuracy,헤더,1,헤더 +1
40005,1,strength,몸싸움,1,몸싸움 +1
40006,1,balance,밸런스,1,밸런스 +1
40006,1,standingtackle,태클,1,태클 +1
40007,1,aggression,적극성,1,적극성 +1
40007,1,slidingtackle,슬라이딩 태클,1,슬라이딩 태클 +1
40008,1,acceleration,가속력,1,가속력 +1
40008,1,finishing,골 결정력,1,골 결정력 +1
40009,1,aggression,적극성,1,적극성 +1
40009,1,strength,몸싸움,1,몸싸움 +1
40010,1,finishing,골 결정력,1,골 결정력 +1
40010,1,positioning,위치 선정,1,위치 선정 +1
40011,1,finishing,골 결정력,1,골 결정력 +1
40011,1,sprintspeed,속력,1,속력 +1
40012,1,reactions,반응 속도,1,반응 속도 +1
40012,1,shortpassing,짧은 패스,1,짧은 패스 +1
40013,1,dribbling,드리블,1,드리블 +1
40013,1,reactions,반응 속도,1,반응 속도 +1
40014,1,longshots,중거리 슛,1,중거리 슛 +1
40014,1,volleys,발리 슛,1,발리 슛 +1
40015,1,headingaccuracy,헤더,2,헤더 +2
40015,1,volleys,발리 슛,1,발리 슛 +1
40016,1,dribbling,드리블,1,드리블 +1
40016,1,finishing,골 결정력,2,골 결정력 +2
40017,1,finishing,골 결정력,1,골 결정력 +1
40017,1,sprintspeed,속력,2,속력 +2
40018,1,dribbling,드리블,2,드리블 +2
40018,1,shotpower,슛 파워,1,슛 파워 +1
40019,1,aggression,적극성,2,적극성 +2
40019,1,marking,대인 수비,1,대인 수비 +1
40020,1,balance,밸런스,2,밸런스 +2
40020,1,sprintspeed,속력,3,속력 +3
40021,1,balance,밸런스,1,밸런스 +1
40021,1,longpassing,긴 패스,2,긴 패스 +2
40022,1,acceleration,가속력,2,가속력 +2
40022,1,reactions,반응 속도,3,반응 속도 +3
40023,1,dribbling,드리블,2,드리블 +2
40023,1,finishing,골 결정력,1,골 결정력 +1
40024,1,balance,밸런스,1,밸런스 +1
40024,1,longshots,중거리 슛,2,중거리 슛 +2
40025,1,acceleration,가속력,1,가속력 +1
40025,1,agility,민첩성,1,민첩성 +1
40025,1,finishing,골 결정력,1,골 결정력 +1
40026,1,finishing,골 결정력,1,골 결정력 +1
40026,1,sprintspeed,속력,2,속력 +2
40027,1,balance,밸런스,1,밸런스 +1
40027,1,longpassing,긴 패스,1,긴 패스 +1
40027,1,longshots,중거리 슛,1,중거리 슛 +1
40028,1,ballcontrol,볼 컨트롤,1,볼 컨트롤 +1
40028,1,shortpassing,짧은 패스,1,짧은 패스 +1
40029,1,headingaccuracy,헤더,2,헤더 +2
40029,1,strength,몸싸움,1,몸싸움 +1
