spid,pid,name,season,position,position2,position3,ovr,ovr2,ovr3,pay,preferredfoot,weakfootabilitytypecode,height,weight,nation_id,thumb_path
234194794,194794,안드리 야르몰렌코,LH,rm,rw,,84,84,0,15,2,2,190,83,49,/playersAction/p194794_25.png?rd=202607310550
234194845,194845,와흐비 카즈리,LH,st,cam,,83,82,0,15,1,4,176,82,145,/players/p194845.png?rd=202607310550
234195033,195033,매튜 레키,LH,rm,lm,,83,83,0,15,1,4,181,82,195,/playersAction/p195033_25.png?rd=202607310550
234195586,195586,알프레드 핀보가손,LH,st,,,84,0,0,16,1,4,184,80,24,/players/p195586.png?rd=202607310550
234195864,195864,폴 포그바,LH,cm,cdm,,94,89,0,22,1,4,191,84,18,/players/p195864.png?rd=202607310550
234196069,196069,J. 푸엔살리다,LH,rw,rm,rb,80,80,74,14,1,4,170,67,55,/players/p196069.png?rd=202607310550
234197242,197242,G. 크리호비아크,LH,cdm,cm,,84,81,0,15,1,3,186,85,37,/players/p197242.png?rd=202607310550
234197756,197756,조던 아이유,LH,st,,,84,0,0,15,1,3,182,81,117,/playersAction/p197756_25.png?rd=202607310550
234199005,199005,매튜 라이언,LH,gk,,,83,0,0,13,1,4,184,82,195,/playersAction/p199005_25.png?rd=202607310550
234199042,199042,차를레스 아랑기스,LH,cm,cdm,,86,84,0,16,1,4,171,70,55,/players/p199042.png?rd=202607310550
234199069,199069,뱅상 아부바카르,LH,st,,,85,0,0,16,1,3,184,82,103,/players/p199069.png?rd=202607310550
234199206,199206,도마고이 비다,LH,cb,rb,,85,82,0,15,1,3,184,76,10,/players/p199206.png?rd=202607310550
234199266,199266,지동원,LH,cf,cam,lm,82,80,80,15,1,4,188,82,167,/playersAction/p199266_25.png?rd=202607310550
234199503,199503,그라니트 자카,LH,cm,cdm,,85,84,0,16,2,3,186,80,47,/playersAction/p199503_25.png?rd=202607310550
234200104,200104,손흥민,LH,lm,cf,,88,89,0,17,1,5,183,78,167,/playersAction/p200104_25.png?rd=202607310550
234200641,200641,예우헨 코노플랸카,LH,lm,lw,st,83,83,79,15,1,3,178,78,49,/players/p200641.png?rd=202607310550
234200647,200647,요시프 일리치치,LH,cf,st,,86,83,0,16,2,4,190,79,44,/players/p200647.png?rd=202607310550
234201143,201143,아이사 만디,LH,cb,,,82,0,0,14,1,3,184,78,97,/playersAction/p201143_25.png?rd=202607310550
234201262,201262,블라디미르 다리다,LH,cm,cam,cdm,84,83,80,15,1,4,172,67,12,/players/p201262.png?rd=202607310540
234201818,201818,아메드 무사,LH,lm,st,,84,79,0,14,1,3,170,62,133,/players/p201818.png?rd=202607310550
234202061,202061,야스민 쿠르티치,LH,cm,cam,,79,77,0,14,1,3,186,88,44,/players/p202061.png?rd=202607310550
234203299,203299,안드레 카리요,LH,rw,,,81,0,0,15,1,4,181,78,59,/players/p203299.png?rd=202607310550
234204485,204485,리야드 마레즈,LH,rw,rm,,90,89,0,18,2,4,179,67,97,/playersAction/p204485_25.png?rd=202607310550
234204713,204713,조엘 캠벨,LH,st,rm,,84,84,0,15,2,2,178,78,72,/players/p204713.png?rd=202607310550
234204838,204838,라울 히메네스,LH,st,,,89,0,0,17,1,4,190,81,83,/playersAction/p204838_25.png?rd=202607310550
234206413,206413,타라스 스테파넨코,LH,cdm,,,81,0,0,14,2,3,181,76,49,/playersAction/p206413_25.png?rd=202607310550
234206655,206655,E. 바르가스,LH,cam,st,,89,89,0,17,1,4,174,81,55,/players/p206655.png?rd=202607310550
234207566,207566,윌리앙 카르발류,LH,cdm,cm,,85,82,0,16,1,4,187,83,38,/players/p207566.png?rd=202607310550
234207624,207624,케네스 오메루오,LH,cb,,,80,0,0,13,1,3,185,81,133,/players/p207624.png?rd=202607310550
234207664,207664,카를로스 바카,LH,st,,,85,0,0,15,1,2,181,77,56,/players/p207664.png?rd=202607310550
234208722,208722,사디오 마네,LH,lw,lm,,91,90,0,18,1,4,175,69,136,/playersAction/p208722_25.png?rd=202607310550
234209331,209331,모하메드 살라,LH,rw,st,,92,89,0,18,2,3,175,71,111,/playersAction/p209331_25.png?rd=202607310550
234210864,210864,엘세이드 휘사이,LH,rb,,,82,0,0,14,1,3,182,70,1,/playersAction/p210864_25.png?rd=202607310540
234212722,212722,디안드레 예들린,LH,rwb,rb,,83,83,0,15,1,3,172,75,95,/playersAction/p212722_25.png?rd=202607310540
234212772,212772,오스카르 두아르테,LH,cb,cdm,,80,73,0,13,1,3,186,81,72,/players/p212772.png?rd=202607310550
234213051,213051,모하메드 엘네니,LH,cdm,cm,,85,84,0,15,1,3,181,74,111,/players/p213051.png?rd=202607310550
234214098,214098,프랑크 레이카르트,LH,cdm,cm,,93,92,0,20,1,4,187,85,34,/players/p214098.png?rd=202607310550
234214100,214100,루드 굴리트,LH,cf,cam,,95,95,0,22,1,5,191,88,34,/playersAction/p234214100.png?rd=202607310550
234214267,214267,게리 리네커,LH,st,,,93,0,0,19,1,4,177,74,14,/playersAction/p234214267.png?rd=202607310550
234217648,217648,하라구치 겐키,LH,rm,lm,cam,82,82,80,14,1,4,177,68,163,/players/p217648.png?rd=202607310540
234217699,217699,이슬람 슬리마니,LH,st,,,85,0,0,16,1,3,188,83,97,/playersAction/p217699_25.png?rd=202607310550
234220295,220295,에네르 발렌시아,LH,st,cam,,84,81,0,15,1,3,177,76,57,/players/p220295.png?rd=202607310550
234222000,222000,미카엘 라우드루프,LH,cam,lw,,92,93,0,19,1,4,183,78,13,/playersAction/p234222000.png?rd=202607310550
234222257,222257,브리안 라우드루프,LH,cf,lw,,89,89,0,18,1,3,186,78,13,/playersAction/p234222257.png?rd=202607310550
234222481,222481,로랑 블랑,LH,cb,,,94,0,0,19,1,3,192,77,18,/players/p222481.png?rd=202607310550
234238380,238380,레프 야신,LH,gk,,,95,0,0,17,1,3,189,82,40,/players/p238380.png?rd=202607310550
234242519,242519,에우제비우,LH,cf,st,,96,96,0,22,1,5,175,76,38,/players/p242519.png?rd=202607310550
234247553,247553,가린샤,LH,rw,,,96,0,0,21,1,4,169,72,54,/players/p247553.png?rd=202607310550
234247703,247703,이언 러시,LH,st,,,91,0,0,18,1,4,180,79,50,/players/p247703.png?rd=202607310550
236000195,195,로비 파울러,LA,st,cf,,95,94,0,20,2,3,175,73,14,/playersAction/p236000195.png?rd=202607310550
236005419,5419,마이클 오언,LA,st,,,98,0,0,21,1,4,173,70,14,/playersAction/p236005419.png?rd=202607310550
236005467,5467,제이미 캐러거,LA,cb,,,96,0,0,20,1,3,185,83,14,/playersAction/p236005467.png?rd=202607310550
236013743,13743,스티븐 제라드,LA,cm,cdm,,99,96,0,23,1,4,183,83,14,/playersAction/p236013743.png?rd=202607310550
236247515,247515,존 반스,LA,lw,,,95,0,0,20,2,4,182,76,14,/playersAction/p236247515.png?rd=202607310550
236247699,247699,케니 달글리시,LA,st,,,99,0,0,22,1,5,173,73,42,/playersAction/p236247699.png?rd=202607310550
236247703,247703,이언 러시,LA,st,,,98,0,0,21,1,4,180,79,50,/playersAction/p236247703.png?rd=202607310550
237000240,240,로이 킨,MC,cm,cdm,,97,97,0,20,1,3,180,76,25,/playersAction/p237000240.png?rd=202607310550
237001025,1025,후이 코스타,MC,cam,,,92,0,0,18,1,4,180,74,38,/playersAction/p237001025.png?rd=202607310550
237001040,1040,호베르투 카를루스,MC,lb,,,98,0,0,21,2,2,168,70,54,/players/p1040.png?rd=202607310550
237001116,1116,마르셀 드사이,MC,cdm,cb,,96,97,0,21,1,3,185,81,18,/playersAction/p237001116.png?rd=202607310550
237001179,1179,잔루이지 부폰,MC,gk,,,99,0,0,19,1,2,191,83,27,/players/p1179.png?rd=202607310550
237001256,1256,클라렌스 세이도르프,MC,cm,lm,rm,97,97,97,21,1,4,176,78,34,/playersAction/p237001256.png?rd=202607310550
237001397,1397,지네딘 지단,MC,cam,cm,,99,98,0,23,1,5,185,77,18,/playersAction/p237001397.png?rd=202607310550
237001419,1419,파트리크 비에이라,MC,cdm,cm,,98,96,0,22,1,3,192,82,18,/playersAction/p237001419.png?rd=202607310550
237001620,1620,에마뉘엘 프티,MC,cm,cdm,,96,96,0,20,2,3,185,79,18,/playersAction/p237001620.png?rd=202607310550
237001625,1625,티에리 앙리,MC,st,,,99,0,0,23,1,4,188,83,18,/playersAction/p237001625.png?rd=202607310550
237001668,1668,클로드 마켈렐레,MC,cdm,cm,,97,93,0,20,1,3,174,70,18,/playersAction/p237001668.png?rd=202607310550
237003647,3647,미하엘 발락,MC,cam,cm,,99,99,0,22,1,4,188,85,21,/playersAction/p237003647.png?rd=202607310550
237004000,4000,데니스 베르캄프,MC,cf,cam,st,98,97,97,21,1,4,183,78,34,/playersAction/p237004000.png?rd=202607310550
237004231,4231,히바우두,MC,cam,lw,,99,100,0,22,2,2,186,75,54,/playersAction/p237004231.png?rd=202607310550
237004833,4833,스토이치코프,MC,lw,rw,,97,97,0,21,2,3,178,73,9,/playersAction/p237004833.png?rd=202607310550
237005003,5003,카푸,MC,rb,rwb,rm,93,94,93,19,1,3,176,75,54,/playersAction/p237005003.png?rd=202607310550
237005589,5589,루이스 피구,MC,rw,rm,,99,99,0,22,1,4,180,75,38,/playersAction/p237005589.png?rd=202607310550
237005673,5673,야리 리트마넨,MC,cam,,,98,0,0,21,1,4,181,76,17,/playersAction/p237005673.png?rd=202607310550
237005680,5680,클라위베르트,MC,st,,,98,0,0,22,1,4,188,78,34,/playersAction/p237005680.png?rd=202607310550
237005681,5681,M. 오베르마르스,MC,lw,,,95,0,0,20,2,5,173,71,34,/playersAction/p237005681.png?rd=202607310550
237005740,5740,야프 스탐,MC,cb,,,95,0,0,19,1,3,191,90,34,/playersAction/p237005740.png?rd=202607310550
237005984,5984,다비드 트레제게,MC,st,,,99,0,0,22,1,4,187,75,18,/playersAction/p237005984.png?rd=202607310550
237006235,6235,파벨 네드베드,MC,lm,cam,,99,99,0,22,1,5,177,72,12,/playersAction/p237006235.png?rd=202607310550
237006975,6975,프레디 융베리,MC,rm,lm,cam,98,98,97,21,1,4,175,73,46,/playersAction/p237006975.png?rd=202607310550
237007512,7512,에르난 크레스포,MC,st,,,94,0,0,20,1,4,184,81,52,/playersAction/p237007512.png?rd=202607310550
237007518,7518,베론,MC,cm,cdm,,96,92,0,22,1,4,186,80,52,/playersAction/p237007518.png?rd=202607310550
237010264,10264,뤼트 반니스텔로이,MC,st,cf,,99,97,0,22,1,3,188,80,34,/playersAction/p237010264.png?rd=202607310550
237013128,13128,안드리 셰우첸코,MC,st,cf,rw,99,98,97,23,1,4,183,72,49,/playersAction/p237013128.png?rd=202607310550
237020170,20170,비토르 바이아,MC,gk,,,96,0,0,17,1,3,184,78,38,/playersAction/p237020170.png?rd=202607310550
237020775,20775,콰레스마,MC,rm,lw,rf,94,95,92,20,1,4,175,75,38,/playersAction/p237020775.png?rd=202607310550
237020801,20801,크리스티아누 호날두,MC,lw,lm,st,99,97,99,24,1,4,186,84,38,/playersAction/p20801_25.png?rd=202607310550
237028130,28130,호나우지뉴,MC,rw,lw,cf,99,99,98,22,1,4,181,81,54,/playersAction/p237028130.png?rd=202607310550
237031432,31432,디디에 드로그바,MC,st,cf,,99,95,0,23,1,4,189,91,108,/playersAction/p237031432.png?rd=202607310550
237037576,37576,호나우두,MC,st,,,99,0,0,24,1,5,183,78,54,/playersAction/p237037576.png?rd=202607310550
237041236,41236,즐라탄,MC,st,,,99,0,0,24,1,4,195,95,46,/playersAction/p237041236.png?rd=202607310550
237045674,45674,마이클 에시앙,MC,cdm,cm,,98,95,0,21,1,4,177,80,117,/playersAction/p237045674.png?rd=202607310550
237051539,51539,에드윈 반데르사르,MC,gk,,,99,0,0,19,1,3,197,89,34,/playersAction/p237051539.png?rd=202607310550
237053769,53769,데쿠,MC,cam,lm,cm,98,98,96,21,1,3,174,73,38,/playersAction/p237053769.png?rd=202607310550
237120533,120533,페페,MC,cb,cdm,,94,91,0,19,1,3,188,81,38,/players/p120533.png?rd=202607310550
237135451,135451,고메스,MC,gk,,,92,0,0,15,1,2,191,95,54,/players/p135451.png?rd=202607310550
237135507,135507,페르난지뉴,MC,cdm,cm,,95,93,0,19,1,4,179,67,54,/players/p135507.png?rd=202607310550
237138110,138110,브루누 알베스,MC,cb,,,91,0,0,18,1,3,189,86,38,/players/p138110.png?rd=202607310550
237138449,138449,카카,MC,cam,,,97,0,0,21,1,4,186,78,54,/playersAction/p237138449.png?rd=202607310550
237142707,142707,리산드로 로페스,MC,st,cam,,97,94,0,21,1,4,175,74,52,/players/p142707.png?rd=202607310550
237142754,142754,하비에르 마스체라노,MC,cdm,cm,,95,90,0,19,1,3,174,74,52,/playersAction/p237142754.png?rd=202607310550
237143001,143001,카를로스 테베스,MC,cf,,,98,0,0,21,1,3,173,75,52,/playersAction/p237143001.png?rd=202607310550
237143745,143745,아르다 투란,MC,lw,rm,rw,91,91,91,19,1,4,176,72,48,/players/p143745.png?rd=202607310550
237152554,152554,가엘 클리시,MC,lb,,,89,0,0,17,2,4,176,65,18,/players/not_found.png
237152729,152729,피케,MC,cb,,,97,0,0,20,1,3,193,85,45,/players/p152729.png?rd=202607310550
237156432,156432,기욤 오아로,MC,st,,,94,0,0,19,1,3,192,85,18,/players/p156432.png?rd=202607310550
237158625,158625,단테,MC,cb,,,93,0,0,19,2,4,188,87,54,/playersAction/p158625_25.png?rd=202607310540
237158810,158810,괴칸 인러,MC,cm,,,85,0,0,16,1,5,182,77,47,/players/p158810.png?rd=202607310550
237161754,161754,하비 가르시아,MC,cdm,cm,cb,90,87,90,17,1,3,188,80,45,/players/p161754.png?rd=202607310550
237162347,162347,주앙 무티뉴,MC,cm,cam,,95,94,0,20,1,4,171,75,38,/playersAction/p162347_25.png?rd=202607310550
237162895,162895,세스크 파브레가스,MC,cam,,,98,0,0,21,1,3,175,74,45,/playersAction/p237162895.png?rd=202607310550
237164240,164240,티아구 실바,MC,cb,,,96,0,0,20,1,3,183,79,54,/players/p164240.png?rd=202607310550
237165153,165153,카림 벤제마,MC,st,,,98,0,0,22,1,5,185,81,18,/playersAction/p165153_25.png?rd=202607310550
237165735,165735,브래드 존스,MC,gk,,,91,0,0,15,2,2,194,76,195,/players/p165735.png?rd=202607310550
237165788,165788,레오나르도 우조아,MC,st,,,87,0,0,16,1,4,185,80,52,/players/p165788.png?rd=202607310550
237166120,166120,안드레아스 브레메,MC,lb,lwb,lm,91,91,85,18,2,5,176,77,21,/players/p166120.png?rd=202607310550
237166149,166149,우고 산체스,MC,st,,,99,0,0,23,2,4,176,73,83,/playersAction/p237166149.png?rd=202607310550
237167397,167397,팔카오,MC,st,,,97,0,0,21,1,4,177,72,56,/players/p167397.png?rd=202607310550
237167664,167664,곤살로 이과인,MC,st,,,97,0,0,20,1,4,184,87,52,/players/p167664.png?rd=202607310550
237167680,167680,로날트 쿠만,MC,cb,,,97,0,0,20,1,3,181,82,34,/playersAction/p237167680.png?rd=202607310550
237168609,168609,미란다,MC,cb,,,93,0,0,18,1,3,186,76,54,/players/p168609.png?rd=202607310550
237170481,170481,에세키엘 가라이,MC,cb,,,94,0,0,19,1,3,192,85,52,/players/p170481.png?rd=202607310550
237170797,170797,누리 샤힌,MC,cdm,lm,,93,91,0,19,2,4,180,72,48,/players/p170797.png?rd=202607310550
237172049,172049,엘리에로 엘리아,MC,lw,,,92,0,0,18,1,3,179,77,34,/players/p172049.png?rd=202607310550
237173771,173771,우카시 피슈체크,MC,rb,rm,lb,93,89,93,19,1,4,184,78,37,/players/p173771.png?rd=202607310550
237173909,173909,케빈-프린스 보아텡,MC,cam,cm,cdm,88,86,77,17,1,4,185,86,117,/players/not_found.png
237174543,174543,클라우디오 브라보,MC,gk,,,98,0,0,18,1,3,184,80,55,/players/p174543.png?rd=202607310550
237176483,176483,D. 치흐린스키,MC,cb,,,87,0,0,16,1,3,190,81,49,/players/p176483.png?rd=202607310550
237176580,176580,루이스 수아레스,MC,st,,,99,0,0,22,1,4,182,85,60,/playersAction/p176580_25.png?rd=202607310550
237176676,176676,마르셀루,MC,lb,lm,,95,96,0,20,2,4,172,73,54,/playersAction/p237176676.png?rd=202607310550
237176993,176993,보얀,MC,st,rf,lf,89,90,90,17,1,4,170,65,45,/players/p176993.png?rd=202607310550
237177003,177003,루카 모드리치,MC,cm,,,98,0,0,22,1,5,172,66,10,/playersAction/p177003_25.png?rd=202607310550
237178224,178224,치차리토,MC,st,cf,lw,92,91,89,18,1,4,175,62,83,/players/p178224.png?rd=202607310550
237178416,178416,저메인 렌스,MC,lw,lm,,87,87,0,17,1,4,178,75,34,/players/p178416.png?rd=202607310550
237179813,179813,에딘손 카바니,MC,st,,,98,0,0,22,1,4,184,71,60,/playersAction/p179813_25.png?rd=202607310550
237179844,179844,디에고 코스타,MC,st,cf,,98,95,0,22,1,5,188,81,45,/players/p179844.png?rd=202607310550
237179846,179846,사미 케디라,MC,cm,cdm,,94,95,0,19,1,4,189,89,21,/players/p179846.png?rd=202607310550
237180206,180206,미랄렘 피아니치,MC,cm,cdm,,95,92,0,20,1,4,178,72,8,/players/p180206.png?rd=202607310550
237180403,180403,윌리안,MC,rw,rm,cam,91,92,90,18,1,4,175,75,54,/players/p180403.png?rd=202607310550
237180930,180930,에딘 제코,MC,st,,,98,0,0,22,1,5,193,84,8,/playersAction/p180930_25.png?rd=202607310550
237181098,181098,하세베 마코토,MC,rm,cdm,rb,87,86,87,16,1,3,179,72,163,/players/p181098.png?rd=202607310550
237181291,181291,조르지뇨 베이날둠,MC,cam,rw,cm,97,96,93,21,1,4,175,74,34,/players/p181291.png?rd=202607310550
237181872,181872,아르투로 비달,MC,cm,cdm,,95,93,0,20,1,4,181,75,55,/players/p181872.png?rd=202607310550
237182495,182495,마르틴 카세레스,MC,cb,rb,,86,84,0,16,1,3,182,77,60,/players/p182495.png?rd=202607310550
237182521,182521,토니 크로스,MC,cm,cdm,,98,93,0,22,1,5,182,78,21,/playersAction/p237182521.png?rd=202607310550
237183177,183177,L. 바리오스,MC,st,,,97,0,0,20,1,3,187,83,58,/players/p183177.png?rd=202607310550
237183277,183277,에덴 아자르,MC,lw,,,99,0,0,22,1,4,173,74,7,/playersAction/p237183277.png?rd=202607310550
237183284,183284,오렐리앙 셰주,MC,cb,cdm,,94,91,0,19,1,3,184,84,103,/players/p183284.png?rd=202607310550
237183376,183376,류보미르 페이사,MC,cdm,cm,,91,85,0,17,1,3,183,80,51,/players/p183376.png?rd=202607310550
237183483,183483,K. 미트로글루,MC,st,,,91,0,0,18,2,4,188,85,22,/players/p183483.png?rd=202607310550
237183898,183898,앙헬 디마리아,MC,rw,cm,cam,98,92,97,21,2,2,180,75,52,/playersAction/p183898_25.png?rd=202607310550
237184089,184089,M. 카르셀라-곤살레스,MC,lw,rm,,84,82,0,15,2,3,176,67,129,/players/p184089.png?rd=202607310550
237184941,184941,알렉시스 산체스,MC,lw,cf,cam,94,94,94,19,1,3,168,69,55,/playersAction/p184941_25.png?rd=202607310550
237186119,186119,미로슬라프 스토흐,MC,lw,rw,rm,89,89,88,17,1,5,168,60,43,/players/p186119.png?rd=202607310550
237186452,186452,심 더용,MC,st,cm,,95,88,0,19,1,4,185,76,34,/players/p186452.png?rd=202607310550
237186627,186627,마리오 발로텔리,MC,st,cf,,92,91,0,19,1,4,189,88,27,/players/p186627.png?rd=202607310550
237188545,188545,레반도프스키,MC,st,,,99,0,0,22,1,4,184,80,37,/playersAction/p188545_25.png?rd=202607310550
237189358,189358,가가와 신지,MC,cam,cf,lm,94,94,94,19,1,4,172,63,163,/players/p189358.png?rd=202607310550
237189362,189362,헐크,MC,rw,st,cf,97,98,98,21,2,3,180,75,54,/players/p189362.png?rd=202607310550
237189509,189509,티아고,MC,cm,cam,cdm,97,97,92,21,1,3,174,70,45,/players/p189509.png?rd=202607310550
237190042,190042,마라도나,MC,cam,cf,,99,98,0,23,2,3,165,70,52,/playersAction/p237190042.png?rd=202607310550
237190043,190043,펠레,MC,st,cf,lw,99,99,99,23,1,4,172,68,54,/playersAction/p237190043.png?rd=202607310550
237190045,190045,요한 크루이프,MC,cam,cf,,99,99,0,23,1,5,180,71,34,/playersAction/p237190045.png?rd=202607310550
237190053,190053,페터 슈마이켈,MC,gk,,,98,0,0,18,1,3,193,92,13,/playersAction/p237190053.png?rd=202607310550
237190471,190471,버나드 파커,MC,cf,st,cam,78,77,77,13,2,4,170,62,140,/players/p190471.png?rd=202607310550
237190483,190483,더글라스 코스타,MC,lw,lm,,95,95,0,19,2,3,172,70,54,/players/p190483.png?rd=202607310550
237190854,190854,페테르 페카리크,MC,rb,rwb,,86,86,0,15,1,3,176,70,43,/players/p190854.png?rd=202607310550
237190871,190871,네이마르 Jr.,MC,lw,,,98,0,0,22,1,5,174,68,54,/players/p190871.png?rd=202607310550
237191189,191189,로타어 마테우스,MC,cdm,cm,rm,99,99,97,22,1,4,174,70,21,/playersAction/p237191189.png?rd=202607310550
237191202,191202,네마냐 마티치,MC,cdm,,,95,0,0,19,2,3,194,84,51,/playersAction/p191202_25.png?rd=202607310550
237192119,192119,티보 쿠르투아,MC,gk,,,99,0,0,19,2,3,199,91,7,/playersAction/p192119_25.png?rd=202607310550
237192366,192366,니콜라스 오타멘디,MC,cb,,,95,0,0,19,1,3,183,81,52,/playersAction/p192366_25.png?rd=202607310550
237192985,192985,케빈 더브라위너,MC,cm,,,98,0,0,23,1,5,181,70,7,/playersAction/p192985_25.png?rd=202607310550
237193041,193041,케일러 나바스,MC,gk,,,93,0,0,16,1,3,185,80,72,/players/p193041.png?rd=202607310550
237193082,193082,후안 콰드라도,MC,rm,,,93,0,0,19,1,3,178,71,56,/playersAction/p193082_25.png?rd=202607310550
237193165,193165,헤수스 코로나,MC,rb,,,95,0,0,20,1,5,173,62,83,/players/p193165.png?rd=202607310550
237193348,193348,제르단 샤키리,MC,rw,lm,cam,90,89,89,18,2,4,169,72,47,/playersAction/p193348_25.png?rd=202607310550
237193738,193738,유네스 벨한다,MC,cam,lm,cdm,90,89,80,18,1,4,174,75,129,/players/p193738.png?rd=202607310550
237196144,196144,잭슨 마르티네스,MC,st,,,96,0,0,20,1,4,185,82,56,/players/p196144.png?rd=202607310550
237196432,196432,엔소 페레스,MC,cm,,,97,0,0,20,1,4,177,77,52,/playersAction/p196432_25.png?rd=202607310550
237198710,198710,하메스 로드리게스,MC,cam,cm,rm,94,91,93,19,2,3,180,75,56,/playersAction/p198710_25.png?rd=202607310550
237199069,199069,뱅상 아부바카르,MC,st,,,91,0,0,18,1,3,184,82,103,/players/p199069.png?rd=202607310550
237199852,199852,니콜라이 예르겐센,MC,st,,,94,0,0,18,1,3,190,86,13,/players/p199852.png?rd=202607310550
237200108,200108,N. 보일레센,MC,lb,,,87,0,0,16,2,3,185,75,13,/players/p200108.png?rd=202607310550
237200458,200458,뤼카 디뉴,MC,lb,,,89,0,0,17,2,3,178,74,18,/playersAction/p200458_25.png?rd=202607310550
237201153,201153,모라타,MC,st,,,92,0,0,18,1,4,189,85,45,/playersAction/p201153_25.png?rd=202607310550
237202371,202371,토마 뫼니에,MC,rb,,,92,0,0,18,1,4,190,88,7,/playersAction/p202371_25.png?rd=202607310540
237203376,203376,버질 반다이크,MC,cb,,,99,0,0,23,1,3,193,92,34,/playersAction/p203376_25.png?rd=202607310550
237203965,203965,빅토르 피셔,MC,lw,cam,,92,91,0,18,1,4,180,71,13,/players/p203965.png?rd=202607310550
237204838,204838,라울 히메네스,MC,st,,,89,0,0,17,1,4,190,76,83,/playersAction/p204838_25.png?rd=202607310550
237204884,204884,뱅자맹 멘디,MC,lb,,,92,0,0,18,2,3,185,85,18,/players/p204884.png?rd=202607310550
237205069,205069,후안 베르나트,MC,lb,lm,,94,93,0,19,2,3,170,67,45,/players/p205069.png?rd=202607310550
237208230,208230,A. 사마리스,MC,cdm,cm,,89,85,0,17,1,3,189,84,22,/players/p208230.png?rd=202607310550
237208722,208722,사디오 마네,MC,lw,lm,,98,96,0,22,1,5,175,69,136,/playersAction/p208722_25.png?rd=202607310550
237209331,209331,모하메드 살라,MC,rw,st,,98,96,0,21,2,3,175,71,111,/playersAction/p209331_25.png?rd=202607310550
237209499,209499,파비뉴,MC,cdm,rb,,95,93,0,20,1,2,188,78,54,/playersAction/p209499_25.png?rd=202607310550
237210008,210008,아드리앙 라비오,MC,cm,,,92,0,0,18,2,3,188,71,18,/playersAction/p210008_25.png?rd=202607310550
237210257,210257,에데르송,MC,gk,,,96,0,0,17,2,3,188,86,54,/playersAction/p210257_25.png?rd=202607310550
237210897,210897,샹셀 음벰바,MC,cb,,,90,0,0,17,1,3,182,82,110,/playersAction/p210897_25.png?rd=202607310540
237211575,211575,안드레 고메스,MC,cm,lm,rm,82,78,78,14,1,4,188,84,38,/playersAction/p211575_25.png?rd=202607310540
237212462,212462,알렉스 텔리스,MC,lb,,,96,0,0,19,2,2,181,71,54,/players/p212462.png?rd=202607310550
237212831,212831,알리송,MC,gk,,,96,0,0,17,1,3,191,91,54,/playersAction/p212831_25.png?rd=202607310550
237213432,213432,파쿤도 페레이라,MC,st,,,90,0,0,17,1,3,187,76,52,/players/p213432.png?rd=202607310550
237214098,214098,프랑크 레이카르트,MC,cdm,cm,,99,98,0,22,1,4,187,85,34,/playersAction/p237214098.png?rd=202607310550
237214100,214100,루드 굴리트,MC,cf,cam,,99,99,0,24,1,5,191,88,34,/playersAction/p237214100.png?rd=202607310550
237218667,218667,베르나르두 실바,MC,rw,cm,,95,93,0,20,2,3,173,64,38,/playersAction/p218667_25.png?rd=202607310550
237221992,221992,이르빙 로사노,MC,lw,,,96,0,0,19,1,3,175,70,83,/playersAction/p221992_25.png?rd=202607310550
237222000,222000,미카엘 라우드루프,MC,cam,lw,,98,98,0,22,1,5,183,78,13,/playersAction/p237222000.png?rd=202607310550
237226627,226627,미나미노 다쿠미,MC,cam,lm,,88,89,0,17,1,4,173,67,163,/playersAction/p226627_25.png?rd=202607310550
237227535,227535,로드리고 벤탕쿠르,MC,cm,,,91,0,0,18,1,4,187,78,60,/playersAction/p227535_25.png?rd=202607310540
237229636,229636,가스톤 페레이로,MC,cam,rw,lw,92,91,91,18,2,3,188,79,60,/playersAction/p229636_25.png?rd=202607310550
237231410,231410,브라힘 디아스,MC,lw,,,80,0,0,15,2,5,171,68,45,/playersAction/p231410_25.png?rd=202607310540
237235243,235243,마테이스 더리흐트,MC,cb,,,96,0,0,21,1,4,189,89,34,/playersAction/p235243_25.png?rd=202607310550
237239053,239053,페데리코 발베르데,MC,cm,lm,cdm,91,88,88,18,1,3,182,78,60,/playersAction/p239053_25.png?rd=202607310540
237241084,241084,루이스 디아스,MC,lm,,,91,0,0,18,1,4,180,73,56,/playersAction/p241084_25.png?rd=202607310540
237247699,247699,케니 달글리시,MC,st,,,98,0,0,21,1,5,173,73,42,/playersAction/p237247699.png?rd=202607310550
238222077,222077,마누엘 로카텔리,20NG,cdm,cm,,91,90,0,17,1,3,180,70,27,/playersAction/p222077_25.png?rd=202607310540
238225782,225782,A. 메이틀랜드-나일스,20NG,rwb,rb,rm,89,88,88,16,1,3,177,71,14,/playersAction/p225782_25.png?rd=202607310540
238225953,225953,스테번 베르흐바인,20NG,rw,cam,lw,93,90,93,19,1,2,178,78,34,/playersAction/p225953_25.png?rd=202607310540
238227796,227796,크리스천 풀리식,20NG,lw,rw,cam,94,94,93,19,1,4,177,69,95,/playersAction/p227796_25.png?rd=202607310540
238228092,228092,산데르 베르게,20NG,cdm,cm,,87,86,0,16,1,3,195,96,36,/playersAction/p228092_25.png?rd=202607310540
238228093,228093,마르쿠스 튀람,20NG,st,lw,,94,90,0,19,1,3,192,87,18,/playersAction/p228093_25.png?rd=202607310540
