teamcolor_id,stage,required_players,condition_text,icon_url
2007,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_38.png
2007,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_38.png
2007,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_38.png
2007,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_38.png
2008,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_7.png
2008,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_7.png
2008,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_7.png
2008,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_7.png
2009,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_27.png
2009,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_27.png
2009,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_27.png
2009,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_27.png
2010,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_45.png
2010,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_45.png
2010,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_45.png
2010,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_45.png
2011,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_52.png
2011,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_52.png
2011,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_52.png
2011,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_52.png
2012,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_95.png
2012,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_95.png
2012,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_95.png
2012,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_95.png
2014,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_37.png
2014,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_37.png
2014,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_37.png
2014,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_37.png
2015,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_47.png
2015,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_47.png
2015,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_47.png
2015,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_47.png
2016,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_24.png
2016,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_24.png
2016,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_24.png
2016,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_24.png
2017,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_50.png
2017,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_50.png
2017,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_50.png
2017,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_50.png
2018,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_60.png
2018,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_60.png
2018,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_60.png
2018,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_60.png
2019,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_56.png
2019,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_56.png
2019,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_56.png
2019,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_56.png
2020,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_195.png
2020,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_195.png
2020,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_195.png
2020,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_195.png
2021,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_83.png
2021,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_83.png
2021,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_83.png
2021,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_83.png
2022,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_46.png
2022,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_46.png
2022,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_46.png
2022,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_46.png
2023,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_35.png
2023,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_35.png
2023,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_35.png
2023,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_35.png
2024,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_163.png
2024,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_163.png
2024,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_163.png
2024,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_163.png
2025,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_155.png
2025,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_155.png
2025,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_155.png
2025,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_155.png
2028,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_108.png
2028,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_108.png
2028,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_108.png
2028,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_108.png
2029,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_117.png
2029,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_117.png
2029,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_117.png
2029,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_117.png
2030,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_51.png
2030,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_51.png
2030,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_51.png
2030,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_51.png
2031,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_103.png
2031,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_103.png
2031,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_103.png
2031,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_103.png
2032,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_133.png
2032,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_133.png
2032,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_133.png
2032,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_133.png
2033,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_12.png
2033,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_12.png
2033,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_12.png
2033,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_12.png
2034,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_22.png
2034,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_22.png
2034,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_22.png
2034,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_22.png
2035,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_140.png
2035,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_140.png
2035,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_140.png
2035,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_140.png
2036,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_13.png
2036,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_13.png
2036,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_13.png
2036,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_13.png
2037,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_129.png
2037,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_129.png
2037,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_129.png
2037,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_129.png
2038,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_183.png
2038,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_183.png
2038,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_183.png
2038,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_183.png
2039,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_136.png
2039,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_136.png
2039,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_136.png
2039,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_136.png
2040,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_43.png
2040,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_43.png
2040,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_43.png
2040,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_43.png
2041,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_44.png
2041,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_44.png
2041,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_44.png
2041,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_44.png
2042,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_97.png
2042,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_97.png
2042,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_97.png
2042,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_97.png
2043,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_57.png
2043,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_57.png
2043,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_57.png
2043,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_57.png
2044,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_161.png
2044,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_161.png
2044,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_161.png
2044,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_161.png
2045,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_111.png
2045,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_111.png
2045,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_111.png
2045,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_111.png
2046,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_55.png
2046,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_55.png
2046,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_55.png
2046,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_55.png
2047,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_72.png
2047,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_72.png
2047,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_72.png
2047,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_72.png
2048,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_10.png
2048,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_10.png
2048,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_10.png
2048,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_10.png
2049,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_145.png
2049,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_145.png
2049,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_145.png
2049,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_145.png
2050,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_58.png
2050,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_58.png
2050,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_58.png
2050,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_58.png
2051,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_59.png
2051,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_59.png
2051,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_59.png
2051,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_59.png
2052,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_42.png
2052,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_42.png
2052,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_42.png
2052,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_42.png
2053,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_23.png
2053,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_23.png
2053,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_23.png
2053,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_23.png
2054,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_19.png
2054,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_19.png
2054,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_19.png
2054,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_19.png
2055,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_4.png
2055,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_4.png
2055,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_4.png
2055,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_4.png
2056,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_17.png
2056,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_17.png
2056,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_17.png
2056,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_17.png
2057,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_48.png
2057,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_48.png
2057,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_48.png
2057,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_48.png
2058,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_36.png
2058,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_36.png
2058,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_36.png
2058,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_36.png
2059,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_49.png
2059,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_49.png
2059,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_49.png
2059,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/countries/largeflags/f_49.png
10001,1,5,5명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_g.png
10001,2,8,8명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_g.png
10002,1,5,5명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_s.png
10002,2,8,8명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_s.png
10003,1,5,5명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_b.png
10004,1,5,5명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_p.png
10004,2,8,8명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_p.png
10005,1,5,5명,https://ssl.nexon.com/s2/game/fc/online/obt/datacenter/teamcolor/tc_u_c.png
20001,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1370.png
20002,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1335.png
20003,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1335.png
20004,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1325.png
20005,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1362.png
20006,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l105035.png
20007,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1369.png
20008,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l111459.png
20009,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l974.png
20010,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1318.png
20011,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1337.png
20012,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1343.png
20013,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l974.png
30002,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1474.png
30003,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l983.png
30004,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1474.png
30005,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l982.png
30007,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l981.png
30008,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1477.png
30009,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l983.png
30010,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1477.png
30011,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l83.png
30012,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l83.png
30013,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l83.png
30014,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l83.png
30017,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999001.png
30017,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999001.png
30017,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999001.png
30018,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999002.png
30018,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999002.png
30018,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l999002.png
40000,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l9.png
40001,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l21.png
40002,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l131681.png
40003,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1.png
40004,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l131681.png
40005,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l105035.png
40006,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1335.png
40007,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l241.png
40008,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1362.png
40009,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l243.png
40010,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1377.png
40011,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l9.png
40012,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l10.png
